Date,Title,Tickers,Sentiment,Global Sentiment,Pct_Change
2011-07-08,Stocks and Oil Prices Fall as Treasuries Advance Following Slow Job Growth,"[""['^GSPC', 'CL=F', '^TNX']""]","{'^GSPC': -1, 'CL=F': -1, '^TNX': -1}",-1,"{'^GSPC': -0.006961116506509657, 'CL=F': -0.02503295091253499, '^TNX': -0.04223559859759296}"
2011-07-08,S&P 500 Trims Two-Week Gain Amid Economic Concerns,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.007092534227563174}
2011-07-08,Euro and Italian Bonds Drop Amid Speculation of Worsening Europe's Debt Crisis,"[""['EURUSD=X', 'ITLTY']""]",{'EURUSD=X': 1},1,{'EURUSD=X': 0.0022982488142557767}
2011-07-08,"U.S. Payrolls Grow Less Than Expected, Unemployment Rate Rises","[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.007092534227563174}
2011-07-08,Financial and Industrial Companies Lead Losses in S&P 500,"[""['XLF', 'XLI']""]","{'XLF': -1, 'XLI': -1}",-1,"{'XLF': -0.01277154664841973, 'XLI': -0.012532679015681447}"
2011-07-08,Google Inc. Shares Drop as Morgan Stanley Cuts Rating,"[""['GOOGL', 'MS']""]","{'GOOGL': -1, 'MS': -1}",-1,"{'GOOGL': -0.0267289543046203, 'MS': -0.03043546044534229}"
2011-07-08,Alcoa Inc. to Start Earnings Season Amid Dampened Optimism for Profit Growth,"[""['AA']""]",{'AA': 0},0,{'AA': -0.006670572630652294}
2011-07-08,Slow Job Growth Spurs Concern Over Consumer Spending and Profit Outlook,"[""['ACWI']""]",{'ACWI': -1},-1,{'ACWI': -0.008766645494359238}
2011-07-08,Speculation of Further Stimulus Efforts by Federal Reserve Following Disappointing Job Growth Data,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.007092534227563174}
2011-07-08," Dollar Index Rises, Yen and Swiss Franc Strengthen Amid Weakening Economy","[""['DX-Y.NYB', 'JPY=X', 'CHF=X']""]","{'DX-Y.NYB': 1, 'JPY=X': 1, 'CHF=X': 1}",1,"{'DX-Y.NYB': 0.0029349149331658886, 'JPY=X': 0.0036076973006886615, 'CHF=X': 0.006433935603262109}"
2011-07-08," Bank Stocks in Europe Decline, Led by Italian Banks","[""['FEZ']""]",{'FEZ': -1},-1,{'FEZ': -0.02810957362128441}
2011-07-08," Italian Bonds Drop for Fifth Day, Yield Spread Over German Bunds Rises","[""['EWI']""]",{'EWI': -1},-1,{'EWI': -0.03805631618786376}
2011-07-08, Credit-Default Swaps on Italy and Portugal Reach Record Highs.,"[""['EWI', 'PGAL']""]",{'EWI': -1},-1,{'EWI': -0.03805631618786376}
2011-07-11,"Stocks, Euro, Spain Bonds Drop on Debt Concern; Treasuries Rise","[""['^GSPC', 'FXE', '^IBEX']""]","{'^GSPC': -1, 'FXE': -1, '^IBEX': -1}",-1,"{'^GSPC': -0.01809053260189253, 'FXE': -0.017389520901700983, '^IBEX': -0.026926490071886744}"
2011-07-11,MSCI All-Country World Index Tumbles 2.1 Percent,"[""['ACWI']""]",{'ACWI': -1},-1,{'ACWI': -0.025092444158829608}
2011-07-11,Euro Sinks 1.7 Percent Amid Debt Crisis,"[""['EZU']""]",{'EZU': -1},-1,{'EZU': -0.049681162426268854}
2011-07-11,Oil Prices Fall 1.1 Percent,"[""['CL=F']""]",{'CL=F': -1},-1,{'CL=F': -0.010914713676427712}
2011-07-11,10-Year Treasuries Post Biggest Two-Day Drop in Over a Year,"[""['^TNX']""]",{'^TNX': -1},-1,{'^TNX': -0.03282492574518259}
2011-07-11,Alcoa Inc. Reports More Than Doubled Profit in Second-Quarter Earnings,"[""['AA']""]",{'AA': -1},-1,{'AA': -0.02869354824168857}
2011-07-11,S&P 500 Retreats 1.8 Percent After Two-Week Rally,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.01809053260189253}
2011-07-11,Alcoa Shares Slip 2.9 Percent in Regular Trading Before Earnings Report,"[""['AA']""]",{'AA': -1},-1,{'AA': -0.02869354824168857}
2011-07-11, Profits at S&P 500 Companies Expected to Rise 13 Percent in Second Quarter,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.01809053260189253}
2011-07-11," Financial, Raw-Materials, and Energy Companies Lead Losses in S&P 500","[""['XLF', 'XLB', 'XLE']""]","{'XLF': -1, 'XLB': -1, 'XLE': -1}",-1,"{'XLF': -0.027166635535664896, 'XLB': -0.02013448609801438, 'XLE': -0.02366974576044667}"
2011-07-11, 10-Year U.S. Treasury Yield Drops 10 Basis Points,"[""['^TNX']""]",{'^TNX': -1},-1,{'^TNX': -0.03282492574518259}
2011-07-11, Euro Weakens 1.7 Percent to Near Record Low Against Swiss Franc,"[""['FXE']""]",{'FXE': -1},-1,{'FXE': -0.017389520901700983}
2011-07-11, Crude Oil and Copper Prices Drop in New York,"[""['CL=F', 'HG=F']""]","{'CL=F': -1, 'HG=F': -1}",-1,"{'CL=F': -0.010914713676427712, 'HG=F': -0.009994354854781617}"
2011-07-11, Gold Rises to Two-Week High,"[""['GLD']""]",{'GLD': 1},1,{'GLD': 0.00891844484452986}
2011-07-11, Italian and Spanish 10-Year Bonds Yield Rise to Highest Since Euro Introduction,"[""['EWI', 'EWP']""]","{'EWI': -1, 'EWP': -1}",-1,"{'EWI': -0.06208160964072529, 'EWP': -0.05166789412674022}"
2011-07-11, Credit-Default Swaps on Italian Bonds Rise to All-Time High,"[""['EWI']""]",{'EWI': -1},-1,{'EWI': -0.06208160964072529}
2011-07-11, MSCI Emerging Markets Index Drops 1.8 Percent,"[""['EEM']""]",{'EEM': -1},-1,{'EEM': -0.02795755572975489}
2011-07-11, Turkish Lira Weakens 1.2 Percent Against Dollar After Current-Account Deficit Doubles.,"[""['TUR']""]",{'TUR': -1},-1,{'TUR': -0.02886202680137251}
2011-07-12,Global Stocks Extend Biggest Three-Day Slump Since March,"[""['ACWI']""]",{'ACWI': -1},-1,{'ACWI': -0.0061182923692568725}
2011-07-12,Treasury 10-Year Yields Touch 2011 Low Amid Europe Crisis,"[""['^TNX', '^STOXX50E']""]","{'^TNX': 0, '^STOXX50E': 0}",0,"{'^TNX': -0.0030853831922669217, '^STOXX50E': -0.005761925887996511}"
2011-07-12,"S&P 500 Falls 0.4 Percent, Down 2.9 Percent in Three Days","[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.004433512667192274}
2011-07-12,Euro Weakens to Four-Month Low of $1.3978,"[""['EURUSD=X']""]",{'EURUSD=X': -1},-1,{'EURUSD=X': -0.011358938650533834}
2011-07-12,"Sugar, Wheat and Corn Lead Gains in Commodities","[""['CANE', 'WEAT', 'CORN']""]",{'CORN': 1},1,{'CORN': 0.034209852554009545}
2011-07-12,Alcoa Inc. Tumbles 1.3 Percent After Starting Q2 Earnings Season,"[""['AA']""]",{'AA': -1},-1,{'AA': -0.012570528390427604}
2011-07-12,"JPMorgan Chase & Co., Citigroup Inc., Google Inc. to Report Earnings This Week","[""['JPM', 'C', 'GOOGL']""]","{'JPM': 0, 'C': -1, 'GOOGL': 1}",0,"{'JPM': -0.0010147445327458593, 'C': -0.018095024437827845, 'GOOGL': 0.012763652355981536}"
2011-07-12,Intel Corp. Falls 1.8 Percent After Novellus Systems Inc. Forecasts Lower Q3 Earnings,"[""['INTC', 'NVLS']""]",{'INTC': -1},-1,{'INTC': -0.01750515730207658}
2011-07-12," Cisco Systems Inc. May Cut Up to 10,000 Jobs to Revive Profit Growth","[""['CSCO']""]",{'CSCO': 1},1,{'CSCO': 0.011017505120860305}
2011-07-12, S&P 500 Falls Below Convergence of Index's Mean Price Over Last 50 and 100 Days,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.004433512667192274}
2011-07-12, Ireland Joins Portugal and Greece as Third Euro-Area Country Lowered to Junk,"[""['EIRL', 'PGAL', 'GREK']""]",{'EIRL': -1},-1,{'EIRL': -0.010338614956731385}
2011-07-12, Italy's 10-Year Yield Jumps Amid Concern of Spreading Debt Crisis,"[""['EWI']""]",{'EWI': 1},1,{'EWI': 0.007138411962845925}
2011-07-12, Luxembourg Finance Minister Says Selective Default on Greek Debt Not an Option,"[""['EWL']""]",{'EWL': 0},0,{'EWL': 0.0003848063942255564}
2011-07-12, European Finance Chiefs Seek Strategy to Halt Greece's Debt Crisis,"[""['VGK']""]",{'VGK': -1},-1,{'VGK': -0.009645718719522356}
2011-07-12, Italy Sells 6.75 Billion Euros of Treasury Bills Amid Contagion from Greek Debt Crisis,"[""['EWI']""]",{'EWI': 1},1,{'EWI': 0.007138411962845925}
2011-07-12, Euro Pares Losses After Weakening to Record Low Against Swiss Franc,"[""['FXE']""]",{'FXE': 0},0,{'FXE': -0.002722740796083145}
2011-07-12," S&P GSCI Index of Commodities Rallies 1.4 Percent, Reversing Early Slide.","[""['GSP']""]",{'GSP': 1},1,{'GSP': 0.011533047994687129}
2011-07-13,S&P 500 Futures Drop as Moodys Reviews U.S. Rating,"[""['SPY', 'MCO']""]","{'SPY': 1, 'MCO': 1}",1,"{'SPY': 0.003348367898513782, 'MCO': 0.009920232617662172}"
2011-07-13,Euro Gains Amid U.S. Credit Rating Review by Moodys,"[""['EURUSD=X', 'SPY']""]","{'EURUSD=X': -1, 'SPY': 1}",0,"{'EURUSD=X': -0.005098694502251755, 'SPY': 0.003348367898513782}"
2011-07-13,Moodys Considers Downgrade of U.S. Aaa Credit Rating,"[""['^GSPC']""]",{'^GSPC': 0},0,{'^GSPC': 0.003105840267646931}
2011-07-13,U.S. Debt Limit Concerns Trigger Potential Credit Rating Cut,"[""['^GSPC']""]",{'^GSPC': 0},0,{'^GSPC': 0.003105840267646931}
2011-07-13,"MXN Rises With Peers, Reaches Fresh YTD High","[""['MXN=X']""]",{'MXN=X': -1},-1,{'MXN=X': -0.007805209973004712}
2011-07-13,"U.S. Brokers, Asset Managers & Exchanges Trading Up","[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.003348367898513782}
2011-07-13,Russia Prepares to Swap Sanctioned Eurobonds Into Ruble Debt,"[""['ERUS']""]",{'ERUS': 1},1,{'ERUS': 0.013751794074471135}
2011-07-13,Goldman Sachs Names Wong Head of FICC Sales for APAC Ex-Japan,"[""['GS']""]",{'GS': 0},0,{'GS': -0.0029929857349199063}
2011-07-13,Beijing Needs a Spending Binge to Boost Growth,"[""['MCHI']""]",{'MCHI': 1},1,{'MCHI': 0.017145332577882755}
2011-07-13, PBOC Needs to Act on Mid-Year Cash Demand Peak,"[""['GXC']""]",{'GXC': 1},1,{'GXC': 0.01619757832265889}
2011-07-13, Bernanke Says Fed `Prepared' if Stimulus Needed,"[""['^GSPC']""]",{'^GSPC': 0},0,{'^GSPC': 0.003105840267646931}
2011-07-13," Stocks Halt 3-Day Slump on Bernanke, China","[""['^GSPC', '000001.SS']""]","{'^GSPC': 0, '000001.SS': 1}",1,"{'^GSPC': 0.003105840267646931, '000001.SS': 0.014845825067040241}"
2011-07-13," Emerging Stocks, U.S. Futures Advance on China; Gold Record","[""['EEM', 'ES=F']""]","{'EEM': 1, 'ES=F': 0}",1,"{'EEM': 0.016261974120375777, 'ES=F': 0.0011443829868396094}"
2011-07-13," China Stocks, Economy, Central Bank Policy Under Scrutiny","[""['MCHI']""]",{'MCHI': 1},1,{'MCHI': 0.017145332577882755}
2011-07-13," Bernanke's Testimony to Congress, Statement Awaited.","[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.003348367898513782}
2011-07-14,"Stocks, Treasuries, Oil Decline as Bernanke Damps Stimulus Bets","[""['^GSPC', '^TNX', 'CL=F']""]","{'^GSPC': -1, '^TNX': 1, 'CL=F': -1}",-1,"{'^GSPC': -0.0067161276923011215, '^TNX': 0.018332747389374404, 'CL=F': -0.02406935784699349}"
2011-07-14,S&P 500 Index Drops to Lowest Level of the Month,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.0067161276923011215}
2011-07-14,Gold and Silver Rally Amid Economic Uncertainty,"[""['GLD', 'SLV']""]","{'GLD': 0, 'SLV': 0}",0,"{'GLD': 0.0025950038800326425, 'SLV': 0.004834818893069803}"
2011-07-14,Ten-Year Treasury Yields Climb Amid Concerns Over U.S. Credit Rating,"[""['^TNX']""]",{'^TNX': 1},1,{'^TNX': 0.018332747389374404}
2011-07-14,"Crude Slides 2.4 Percent, Gold Touches Record High","[""['CL=F', 'GC=F']""]","{'CL=F': -1, 'GC=F': 0}",-1,"{'CL=F': -0.02406935784699349, 'GC=F': 0.0023972047345293124}"
2011-07-14,Bernanke's Remarks Dampen Speculation of Third Round of Quantitative Easing,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.00690212508610577}
2011-07-14,Treasuries Slide After Moody's Warning of Potential U.S. Credit Rating Cut,"[""['^TNX']""]",{'^TNX': 1},1,{'^TNX': 0.018332747389374404}
2011-07-14,"Industrial, Technology, and Raw-Material Companies Suffer Most in S&P 500","[""['XLI', 'VGT', 'IYM']""]","{'XLI': -1, 'VGT': -1, 'IYM': -1}",-1,"{'XLI': -0.010836496984438004, 'VGT': -0.009753066702985591, 'IYM': -0.01081769868429372}"
2011-07-14,JPMorgan Chase & Co. Rallies After Better-Than-Expected Earnings,"[""['JPM']""]",{'JPM': 1},1,{'JPM': 0.018425451202046528}
2011-07-14, Google Inc. Reports Sales and Profit That Top Analysts' Estimates,"[""['GOOGL']""]",{'GOOGL': -1},-1,{'GOOGL': -0.017314997918124964}
2011-07-14, U.S. Wholesale Costs Drop More Than Forecast in June,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.0067161276923011215}
2011-07-14, New Zealand Dollar Strengthens Against Major Peers,"[""['ENZL']""]",{'ENZL': 0},0,{'ENZL': 0.001540499939100215}
2011-07-14, Treasury Attracts Higher-Than-Average Demand at 30-Year Bond Auction,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.0067161276923011215}
2011-07-14, Moody's Puts U.S. Aaa Credit Rating on Review for Potential Downgrade,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.0067161276923011215}
2011-07-14, Credit-Default Swaps Insuring U.S. Debt Climb to Highest Since February 2010,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.0067161276923011215}
2011-07-14," Italian Government Bonds Decline, Sending 10-Year Yield Up","[""['EWI']""]",{'EWI': -1},-1,{'EWI': -0.01006913212816718}
2011-07-14," Spanish 10-Year Bond Yield Rises, Increasing Premium Over German Bunds","[""['EWP']""]",{'EWP': -1},-1,{'EWP': -0.009668015375401073}
2011-07-14, Software AG Plunges After Reporting Sales Decline,"[""['SOW.DE']""]",{'SOW.DE': -1},-1,{'SOW.DE': -0.16345715554868345}
2011-07-15,Gold Rises for a Ninth Day as Dollar Index Falls,"[""['GLD', 'UUP']""]","{'GLD': 1, 'UUP': 0}",1,"{'GLD': 0.004270762849635679, 'UUP': -0.0018630641436977458}"
2011-07-15,Oil Advances Amid Gains in Energy and Technology Shares,"[""['CL=F']""]",{'CL=F': 1},1,{'CL=F': 0.016198091575056583}
2011-07-15,Eight Banks Fail European Union Stress Tests,"[""['^STOXX']""]",{'^STOXX': 0},0,{'^STOXX': -0.002876528073596063}
2011-07-15,U.S. House Republicans Plan Vote on Measure to Cut Spending,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.005554424471774233}
2011-07-15,S&P's Ratings Services Announces Potential Lowering of U.S. Credit Rating,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.005804769920879416}
2011-07-15,Moody's Places U.S. Credit Rating Under Review for Downgrade,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.005554424471774233}
2011-07-15,U.S. Faces $60 Trillion Net Present Value Liability Burden,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.005554424471774233}
2011-07-15,Consumer Sentiment Falls in July,"[""['ACWI']""]",{'ACWI': 1},1,{'ACWI': 0.006345207851882417}
2011-07-15,Yields on 10-Year Treasury Notes Fall for Second Consecutive Week,"[""['^TNX']""]",{'^TNX': -1},-1,{'^TNX': -0.012228265380934022}
2011-07-15, Euro Records Second Weekly Decline,"[""['FXE']""]",{'FXE': 0},0,{'FXE': 0.0012785764328693272}
2011-07-15, Eight European Banks Fail EU Stress Tests,"[""['VGK']""]",{'VGK': 0},0,{'VGK': 0.0023684034814808186}
2011-07-15, Corporate Earnings in U.S. Top Analyst Estimates,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.005804769920879416}
2011-07-15, Energy Stocks Rise in S&P Index,"[""['XLE', 'SPY']""]","{'XLE': 1, 'SPY': 1}",1,"{'XLE': 0.02685431536935301, 'SPY': 0.005804769920879416}"
2011-07-15, BHP Billiton Agrees to Buy Petrohawk Energy Corp.,"[""['BHP', 'HK']""]",{'BHP': -1},-1,{'BHP': -0.013003746110550773}
2011-07-15, Carl Icahn Offers to Buy Clorox Co.,"[""['CLX']""]",{'CLX': 1},1,{'CLX': 0.08943429340383569}
2011-07-18,Global Stocks and Oil Prices Drop Amid Debt Concerns,"[""['ACWI', 'BNO']""]","{'ACWI': -1, 'BNO': -1}",-1,"{'ACWI': -0.013240860508944796, 'BNO': -0.01157470911114844}"
2011-07-18,Gold Extends Longest Rally Since 1980,"[""['GLD']""]",{'GLD': 1},1,{'GLD': 0.008827386616724331}
2011-07-18,Euro Recovers Losses After Reaching All-Time Low Versus Swiss Franc,"[""['FXE']""]",{'FXE': 0},0,{'FXE': -0.0025542126680364596}
2011-07-18,European Bank Shares Slump to Two-Year Low Amid Debt Crisis,"[""['VGK']""]",{'VGK': -1},-1,{'VGK': -0.02008273113416159}
2011-07-18,Goldman Sachs Cuts Forecasts for U.S. Economic Growth,"[""['GS', '^GSPC']""]","{'GS': 0, '^GSPC': -1}",-1,"{'GS': -0.006376809294632246, '^GSPC': -0.008129889770918997}"
2011-07-18,S&P 500 Falls Below Lowest Closing Level Since June 28,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.008201191703393618}
2011-07-18,Halliburton Reports 54% Profit Jump,"[""['HAL']""]",{'HAL': 0},0,{'HAL': 0.0007538880018973515}
2011-07-18,Bridgewater Associates Predicts Difficult Period for Financial Markets,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.008201191703393618}
2011-07-18," Global Demand for U.S. Stocks, Bonds and Other Financial Assets Rises in May","[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.008201191703393618}
2011-07-18, Goldman Sachs Cuts U.S. Economic Growth Forecast,"[""['GS', '^GSPC']""]","{'GS': 0, '^GSPC': -1}",-1,"{'GS': -0.006376809294632246, '^GSPC': -0.008129889770918997}"
2011-07-18, U.S. Lawmakers Struggle to Reach Agreement on Debt Limit,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.008201191703393618}
2011-07-18, European Bank Stocks Drop Amid Debt Crisis,"[""['FEZ']""]",{'FEZ': -1},-1,{'FEZ': -0.019386251829325185}
2011-07-18, Gold for August Delivery Climbs for a 10th Day,"[""['GLD']""]",{'GLD': 1},1,{'GLD': 0.008827386616724331}
2011-07-18, Oil for August Delivery Slips 1.4% to $95.93 a Barrel,"[""['CL=F']""]",{'CL=F': -1},-1,{'CL=F': -0.013471797484292614}
2011-07-18," Euro Weakens Against Yen, Dollar Strengthens Against Major Counterparts","[""['EWU', 'EWJ', 'EWU']""]","{'EWU': -1, 'EWJ': -1}",-1,"{'EWU': -0.012000153672882985, 'EWJ': -0.012194981509081715}"
2011-07-18," Credit-Default Swaps on Greece, Ireland, Italy, Portugal and France Rise to Records","[""['GREK', 'EIRL', 'EWI']""]","{'EIRL': 0, 'EWI': -1}",-1,"{'EIRL': -0.004263105489137553, 'EWI': -0.029224890489740307}"
2011-07-18, Risk of Euro-Area Contagion Rises for Eastern Europe,"[""['EZU']""]",{'EZU': -1},-1,{'EZU': -0.01731355308183291}
2011-07-18, Hungarian Forint Reaches Record Low Against Franc,"[""['HUF=X', 'FXE']""]","{'HUF=X': 1, 'FXE': 0}",1,"{'HUF=X': 0.004527271951758616, 'FXE': -0.0025542126680364596}"
2011-07-18, Franc-Denominated Home Loans Represent 53% of All Mortgages in Poland.,"[""['EWQ']""]",{'EWQ': -1},-1,{'EWQ': -0.02058591312867153}
2011-07-19,Stocks and Treasuries Rally on Earnings and Deficit Plan,"[""['^GSPC', '^TNX']""]","{'^GSPC': 1, '^TNX': 0}",1,"{'^GSPC': 0.01630870818887753, '^TNX': -0.0061876548511912155}"
2011-07-19,Oil Surges Amid Market Optimism,"[""['CL=F']""]",{'CL=F': 1},1,{'CL=F': 0.016366097048156725}
2011-07-19,S&P 500 Records Biggest Gain in Four Months,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.01630870818887753}
2011-07-19,"Apple Inc. Beats Earnings Estimates, Stock Rises","[""['AAPL']""]",{'AAPL': 1},1,{'AAPL': 0.008159606624218219}
2011-07-19,IBM and Coca-Cola Report Higher-Than-Estimated Results,"[""['IBM', 'KO']""]","{'IBM': 1, 'KO': 1}",1,"{'IBM': 0.05665210729894876, 'KO': 0.032776719174712365}"
2011-07-19,Goldman Sachs Reports Second-Quarter Profit Below Analysts' Estimates,"[""['GS']""]",{'GS': 0},0,{'GS': -0.006495196977737594}
2011-07-19,U.S. Housing Starts Increase More Than Forecast in June,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.01630870818887753}
2011-07-19,Cotton and Corn Prices Rise Due to Weather Concerns,"[""['BAL', 'CORN']""]",{'CORN': 1},1,{'CORN': 0.011717859488412197}
2011-07-19, European Union Leaders Plan Second Meeting to Discuss Greek Rescue,"[""['EFA']""]",{'EFA': 1},1,{'EFA': 0.01500327808103985}
2011-07-19, China Merchants Bank Plans to Raise Funds Through Rights Offer,"[""['CIHKY']""]",{'CIHKY': 0},0,{'CIHKY': 0.0}
2011-07-19, HDFC Bank Ltd. Earnings Top Analysts' Estimates,"[""['HDB']""]",{'HDB': 1},1,{'HDB': 0.022239616200748102}
2011-07-19, U.S. Stock Market Wrap: Stocks Surge Amid Earnings Optimism,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.01630870818887753}
2011-07-19, U.S. Housing Starts Reach 5-Month High in June,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.01630870818887753}
2011-07-19," Asia Stocks React to U.S., Greece Debt Developments.","[""['^AORD', '^GSPC', 'GREK']""]","{'^AORD': 0, '^GSPC': 1}",1,"{'^AORD': -0.00011013458683128974, '^GSPC': 0.01630870818887753}"
2011-07-20,U.S. Stocks and Treasuries Retreat Amid Debt Concerns,"[""['^GSPC', '^TNX']""]","{'^GSPC': 0, '^TNX': 1}",1,"{'^GSPC': -0.0006708332980633891, '^TNX': 0.014527864006241842}"
2011-07-20,Oil Rallies as Senate Plan Faces Resistance from House Republicans,"[""['CL=F']""]",{'CL=F': 1},1,{'CL=F': 0.0065640963040864975}
2011-07-20,Italian and Spanish Bonds Rally Ahead of European Debt-Crisis Summit,"[""['EWI', 'EWP']""]","{'EWI': 1, 'EWP': 1}",1,"{'EWI': 0.027476031357709152, 'EWP': 0.035864946246183305}"
2011-07-20,President Obama Renews Talks to Cut Federal Deficit and Increase Debt Ceiling,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.0006028782030745861}
2011-07-20,Apple Inc. Reports Higher-Than-Estimated Results,"[""['AAPL']""]",{'AAPL': 1},1,{'AAPL': 0.02666822681927039}
2011-07-20,House Republicans Pass Debt-Reduction Plan,"[""['^GSPC']""]",{'^GSPC': 0},0,{'^GSPC': -0.0006708332980633891}
2011-07-20,Senate Plan Combines Spending Cuts with Tax Increases,"[""['ACWI']""]",{'ACWI': 0},0,{'ACWI': 0.0031455271782663274}
2011-07-20,Apple's Profit Doubles Amid Record Sales of iPhones and iPads,"[""['AAPL']""]",{'AAPL': 1},1,{'AAPL': 0.02666822681927039}
2011-07-20," S&P 500 Technology Stocks Decline, Financial Stocks Gain","[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.0006028782030745861}
2011-07-20, United Technologies Corp. Declines After Boeing Co. Chooses Competing Jet-Engine Maker,"[""['UTX', 'BA']""]",{'BA': 1},1,{'BA': 0.02183442952596626}
2011-07-20, Clorox Co. Rallies After Carl Icahn Increases Offer to Buy the Company,"[""['CLX']""]",{'CLX': 1},1,{'CLX': 0.024390273291926334}
2011-07-20, Oil Rises as U.S. Supplies Drop and European Leaders Address Debt Crisis,"[""['CL=F', 'SPY']""]","{'CL=F': 1, 'SPY': 0}",1,"{'CL=F': 0.0065640963040864975, 'SPY': -0.0006028782030745861}"
2011-07-20, European Officials Consider Precautionary Credit Lines to Contain Debt Crisis,"[""['EFA']""]",{'EFA': 1},1,{'EFA': 0.011859748573611162}
2011-07-20," MSCI Emerging Markets Index Climbs, Driven by Apple Suppliers","[""['EEM']""]",{'EEM': 0},0,{'EEM': 0.002992056952394462}
2011-07-20, China's Central Bank Sets Strongest Yuan Fixing Since 2005,"[""['MCHI']""]",{'MCHI': 1},1,{'MCHI': 0.00469379172551232}
2011-07-20, Wipro Ltd. Plunges After Earnings Report,"[""['WIT']""]",{'WIT': -1},-1,{'WIT': -0.04475344852479701}
2011-07-20, Apple Third-Quarter Earnings Exceed Expectations,"[""['AAPL']""]",{'AAPL': 1},1,{'AAPL': 0.02666822681927039}
2011-07-20, U.S. Stocks and Treasuries Decline Amid Debt Concerns,"[""['SPY', 'GOVT']""]",{'SPY': 0},0,{'SPY': -0.0006028782030745861}
2011-07-20, European Leaders to Discuss Steps to Contain Debt Crisis.,"[""['VGK']""]",{'VGK': 1},1,{'VGK': 0.013630824912731487}
2011-07-21,Euro and Stocks Surge as Europe Outlines Debt Crisis Containment Plan,"[""['EURUSD=X', '^STOXX']""]","{'EURUSD=X': 1, '^STOXX': 1}",1,"{'EURUSD=X': 0.006849538018910195, '^STOXX': 0.010271541803882567}"
2011-07-21,U.S. Stocks Boosted by Better-than-Estimated Quarterly Results from Morgan Stanley,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.013871133843479377}
2011-07-21,"U.S. Equities Erase Previous Day's Drop, Reach Highest Level Since July 8","[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.013871133843479377}
2011-07-21,Morgan Stanley Reports Smaller than Estimated Second-Quarter Loss,"[""['MS']""]",{'MS': 1},1,{'MS': 0.1141806581668463}
2011-07-21,U.S. Jobless Benefit Claims Increase More than Forecasted,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.013546192203295337}
2011-07-21,S&P Reiterates 50% Chance of Downgrading U.S. Credit Rating,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.013546192203295337}
2011-07-21,"No Deal on Raising U.S. Debt Limit, According to Obama's Spokesman and House Speaker","[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.013871133843479377}
2011-07-21, Euro Increases Against 13 of 16 Major Peers,"[""['FXE']""]",{'FXE': 1},1,{'FXE': 0.010584208056743538}
2011-07-21," European Stocks Erase Earlier Losses, Banks Lead Gains","[""['^STOXX50E']""]",{'^STOXX50E': -1},-1,{'^STOXX50E': -0.027264166878407048}
2011-07-21, Spanish 10-Year Bond Yield Decreases 25 Basis Points,"[""['EWP']""]",{'EWP': 1},1,{'EWP': 0.04251520820399679}
2011-07-21, Euro-Area Leaders Redouble Efforts to End Sovereign Bond Crisis,"[""['EZU']""]",{'EZU': 1},1,{'EZU': 0.03332427681618699}
2011-07-21, Oil Trades Above $100 a Barrel for the First Time Since June 15,"[""['CL=F']""]",{'CL=F': 1},1,{'CL=F': 0.010087608212008492}
